gender,age,marital_status,highest_qualification,nationality,ethnicity,State,gross_income,region,smoke,amt_weekends,amt_weekdays,type
Female,34,Divorced,Higher/Sub Degree,USA,White,Newyork,"$5,200 to $10,400",Midlands & East Anglia,Yes,10,10,Hand-Rolled
Male,28,Single,GCSE/O Level,USA,White,Chicago,"$10,400 to $15,600",Midlands & East Anglia,Yes,10,10,Hand-Rolled
Female,44,Married,No Qualification,USA,White,Ohio,"$2,600 to $5,200",Midlands & East Anglia,Yes,15,10,Packets
Female,64,Married,GCSE/O Level,USA,White,Missouri,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,51,Separated,No Qualification,USA,White,Newyork,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,21,Single,ONC/BTEC,USA,White,Chicago,"$10,400 to $15,600",Midlands & East Anglia,Yes,20,10,Packets
Male,40,Single,GCSE/O Level,USA,White,Ohio,"$2,600 to $5,200",Midlands & East Anglia,Yes,1,2,Hand-Rolled
Female,42,Single,GCSE/O Level,USA,White,Missouri,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,47,Divorced,No Qualification,USA,White,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,73,Widowed,Other/Sub Degree,USA,White,Chicago,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,18,Single,Higher/Sub Degree,USA,White,Ohio,"$2,600 to $5,200",Midlands & East Anglia,Yes,15,15,Packets
Male,24,Single,GCSE/O Level,USA,White,Missouri,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,69,Widowed,GCSE/O Level,USA,White,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,61,Married,No Qualification,USA,White,Chicago,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,83,Single,No Qualification,Refused,Refused,Ohio,Refused,Midlands & East Anglia,No,NA,NA,
Female,80,Widowed,No Qualification,USA,White,Missouri,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,80,Married,No Qualification,USA,Asian,Newyork,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Female,26,Single,GCSE/O Level,USA,Asian,Chicago,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,34,Separated,GCSE/O Level,USA,Asian,Ohio,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,34,Married,Degree,USA,Asian,Missouri,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Female,39,Single,GCSE/O Level,USA,Asian,Newyork,"$15,600 to $20,800",Midlands & East Anglia,Yes,10,7,Hand-Rolled
Male,33,Married,Other/Sub Degree,USA,Asian,Chicago,"$5,200 to $10,400",Midlands & East Anglia,Yes,40,20,Packets
Male,36,Married,GCSE/O Level,USA,Asian,Ohio,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,39,Divorced,No Qualification,USA,Asian,Missouri,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,35,Married,GCSE/O Level,USA,Asian,Newyork,"$15,600 to $20,800",Midlands & East Anglia,Yes,10,7,Hand-Rolled
Female,89,Widowed,No Qualification,USA,Asian,Chicago,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,23,Married,Degree,USA,Asian,Ohio,"$5,200 to $10,400",Midlands & East Anglia,Yes,10,10,Packets
Female,32,Divorced,GCSE/O Level,USA,Asian,Missouri,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,32,Married,No Qualification,Other,Asian,Newyork,"$5,200 to $10,400",Midlands & East Anglia,Yes,10,6,Packets
Male,35,Married,GCSE/O Level,USA,Asian,Chicago,"$2,600 to $5,200",Midlands & East Anglia,Yes,5,5,Packets
Female,18,Single,A Levels,USA,Asian,Ohio,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,44,Divorced,Degree,USA,Asian,Missouri,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,75,Married,GCSE/CSE,Other,Asian,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,65,Married,GCSE/O Level,USA,Asian,Chicago,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Female,54,Married,ONC/BTEC,USA,Asian,Ohio,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Male,32,Married,GCSE/O Level,USA,Asian,Missouri,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Female,57,Married,Higher/Sub Degree,USA,Asian,Newyork,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,50,Married,Other/Sub Degree,USA,Asian,Chicago,"$10,400 to $15,600",Midlands & East Anglia,Yes,20,15,Packets
Female,58,Married,Other/Sub Degree,USA,White,Ohio,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,30,Married,Degree,USA,White,Missouri,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,57,Married,Higher/Sub Degree,USA,White,Newyork,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,60,Married,No Qualification,USA,White,Chicago,"$2,600 to $5,200",Midlands & East Anglia,Yes,15,15,Hand-Rolled
Female,78,Separated,No Qualification,USA,White,Ohio,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,44,Married,No Qualification,USA,White,Missouri,"$10,400 to $15,600",Midlands & East Anglia,Yes,20,20,Packets
Male,32,Single,ONC/BTEC,USA,White,Newyork,"Above $36,400",Midlands & East Anglia,Yes,20,10,Packets
Female,56,Separated,Higher/Sub Degree,USA,White,Chicago,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Male,51,Married,Other/Sub Degree,Scottish,White,Ohio,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Male,71,Married,Other/Sub Degree,USA,Black,Missouri,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,74,Widowed,Other/Sub Degree,USA,White,Newyork,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,56,Single,Degree,USA,White,Chicago,"$15,600 to $20,800",Midlands & East Anglia,Yes,35,25,Packets
Female,80,Widowed,No Qualification,USA,White,Ohio,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Female,51,Married,ONC/BTEC,USA,White,Missouri,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,53,Widowed,GCSE/O Level,USA,White,Newyork,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,80,Married,No Qualification,USA,White,Chicago,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Male,42,Married,Degree,USA,White,Ohio,"$20,800 to $28,600",Midlands & East Anglia,Yes,0,2,Packets
Female,82,Widowed,Other/Sub Degree,USA,White,Missouri,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,58,Married,A Levels,USA,White,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,78,Married,Degree,USA,White,Chicago,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,61,Married,No Qualification,USA,White,Ohio,"$20,800 to $28,600",Midlands & East Anglia,Yes,20,20,Packets
Female,49,Single,No Qualification,USA,White,Missouri,"$10,400 to $15,600",Midlands & East Anglia,Yes,20,15,Packets
Female,51,Divorced,GCSE/CSE,USA,White,Newyork,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,48,Married,Other/Sub Degree,USA,White,Chicago,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,37,Married,GCSE/O Level,USA,White,Ohio,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,51,Married,GCSE/CSE,USA,Asian,Missouri,"$10,400 to $15,600",Midlands & East Anglia,Yes,5,5,Packets
Male,55,Married,GCSE/O Level,USA,White,Newyork,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,48,Married,No Qualification,USA,White,Chicago,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,82,Widowed,No Qualification,USA,White,Ohio,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,56,Married,No Qualification,USA,White,Missouri,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,71,Widowed,GCSE/O Level,USA,White,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,30,Single,No Qualification,USA,White,Chicago,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,73,Widowed,No Qualification,USA,White,Ohio,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,35,Married,GCSE/O Level,USA,White,Missouri,"Under $2,600",Midlands & East Anglia,Yes,10,8,Packets
Male,79,Married,No Qualification,USA,White,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,75,Widowed,No Qualification,USA,White,Chicago,"$5,200 to $10,400",Midlands & East Anglia,Yes,2,1,Packets
Female,49,Married,ONC/BTEC,USA,White,Ohio,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,74,Married,No Qualification,USA,White,Missouri,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Male,33,Married,No Qualification,USA,White,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,81,Widowed,No Qualification,USA,White,Chicago,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,63,Married,No Qualification,USA,White,Ohio,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,78,Widowed,No Qualification,USA,White,Missouri,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Male,68,Widowed,No Qualification,USA,White,Newyork,"$5,200 to $10,400",Midlands & East Anglia,Yes,18,18,Packets
Male,73,Married,No Qualification,USA,White,Chicago,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,34,Married,A Levels,USA,White,Ohio,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,36,Divorced,No Qualification,USA,White,Missouri,"$10,400 to $15,600",Midlands & East Anglia,Yes,15,15,Hand-Rolled
Female,16,Single,No Qualification,USA,White,Newyork,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Male,72,Widowed,No Qualification,USA,White,Chicago,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,66,Married,Higher/Sub Degree,USA,White,Ohio,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,41,Married,No Qualification,USA,White,Missouri,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,49,Married,Other/Sub Degree,USA,White,Newyork,"$10,400 to $15,600",Midlands & East Anglia,Yes,20,15,Packets
Male,42,Single,No Qualification,USA,White,Chicago,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Female,54,Separated,GCSE/CSE,USA,White,Ohio,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,70,Married,Higher/Sub Degree,USA,White,Missouri,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,29,Married,GCSE/CSE,USA,Asian,Newyork,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Male,43,Married,No Qualification,USA,Asian,Chicago,Refused,Midlands & East Anglia,Yes,5,10,Packets
Female,19,Single,A Levels,Refused,Chinese,Ohio,Refused,Midlands & East Anglia,No,NA,NA,
Male,44,Married,Higher/Sub Degree,USA,White,Missouri,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Male,27,Single,Degree,USA,White,Newyork,"$20,800 to $28,600",Midlands & East Anglia,Yes,10,10,Packets
Male,68,Married,No Qualification,USA,White,Chicago,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Female,80,Widowed,GCSE/O Level,USA,White,Ohio,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Male,85,Widowed,No Qualification,USA,Mexican,Missouri,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,65,Married,No Qualification,USA,Mexican,Newyork,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,88,Widowed,No Qualification,USA,Mexican,Chicago,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,76,Widowed,No Qualification,USA,Mexican,Ohio,Unknown,Midlands & East Anglia,No,NA,NA,
Male,81,Married,GCSE/O Level,USA,Mexican,Missouri,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,44,Separated,Degree,USA,Mexican,Newyork,"$5,200 to $10,400",Midlands & East Anglia,Yes,1,1,Packets
Female,34,Married,Other/Sub Degree,USA,Mexican,Chicago,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,55,Married,Higher/Sub Degree,USA,Mexican,Ohio,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Male,77,Widowed,No Qualification,USA,Mexican,Missouri,Refused,Midlands & East Anglia,No,NA,NA,
Female,33,Married,Degree,Refused,Mexican,Newyork,Refused,Midlands & East Anglia,No,NA,NA,
Male,82,Single,No Qualification,USA,Mexican,Chicago,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,77,Widowed,Higher/Sub Degree,USA,Mexican,Ohio,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,19,Single,GCSE/O Level,USA,Mexican,Missouri,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,70,Widowed,Other/Sub Degree,USA,Mexican,Newyork,Refused,Midlands & East Anglia,No,NA,NA,
Female,74,Widowed,No Qualification,USA,Mexican,Chicago,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,57,Married,Other/Sub Degree,USA,Mexican,Ohio,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,44,Divorced,GCSE/CSE,USA,Mexican,Missouri,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,38,Single,Degree,USA,Mexican,Newyork,Refused,Midlands & East Anglia,No,NA,NA,
Male,43,Married,Degree,USA,Mexican,Chicago,"Above $36,400",Midlands & East Anglia,No,NA,NA,
Female,57,Separated,No Qualification,Welsh,Mexican,Ohio,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,54,Divorced,GCSE/O Level,Unknown,Mexican,Missouri,"$2,600 to $5,200",Midlands & East Anglia,Yes,20,20,Both/Mainly Packets
Male,17,Single,GCSE/O Level,USA,White,Newyork,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Male,60,Married,No Qualification,USA,White,Chicago,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,50,Married,No Qualification,USA,White,Ohio,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Female,24,Single,GCSE/CSE,USA,White,Missouri,"$10,400 to $15,600",Midlands & East Anglia,Yes,8,2,Packets
Female,78,Widowed,No Qualification,USA,White,Newyork,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Male,60,Single,Other/Sub Degree,USA,White,Chicago,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,85,Widowed,Other/Sub Degree,USA,White,Ohio,"$5,200 to $10,400",Midlands & East Anglia,Yes,6,6,Packets
Male,59,Married,No Qualification,USA,White,Missouri,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,65,Married,Degree,USA,White,Newyork,"Above $36,400",Midlands & East Anglia,No,NA,NA,
Female,55,Married,Other/Sub Degree,USA,White,Chicago,Refused,Midlands & East Anglia,No,NA,NA,
Female,32,Married,ONC/BTEC,USA,White,Ohio,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Male,41,Single,Higher/Sub Degree,USA,Mixed,Missouri,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Female,31,Single,Higher/Sub Degree,USA,White,Newyork,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,45,Married,No Qualification,USA,White,Chicago,"$5,200 to $10,400",Midlands & East Anglia,Yes,20,20,Both/Mainly Packets
Female,30,Single,Degree,USA,White,Ohio,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Female,19,Single,A Levels,USA,Chinese,Missouri,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,76,Widowed,GCSE/O Level,USA,Chinese,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,73,Married,No Qualification,USA,Chinese,Chicago,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,19,Single,GCSE/O Level,USA,Chinese,Ohio,Refused,Midlands & East Anglia,Yes,5,2,Packets
Male,34,Married,Degree,USA,Chinese,Missouri,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Female,59,Married,No Qualification,USA,Chinese,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,22,Single,GCSE/CSE,USA,Chinese,Chicago,"$5,200 to $10,400",Midlands & East Anglia,Yes,40,10,Packets
Female,27,Single,Degree,USA,Chinese,Ohio,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,45,Married,A Levels,USA,Chinese,Missouri,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,69,Widowed,Other/Sub Degree,Other,Chinese,Newyork,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,76,Married,Degree,Other,Chinese,Chicago,"Above $36,400",Midlands & East Anglia,No,NA,NA,
Female,54,Married,Degree,USA,Chinese,Ohio,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Male,72,Married,Degree,USA,Chinese,Missouri,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,89,Widowed,No Qualification,USA,Chinese,Newyork,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,78,Widowed,No Qualification,Refused,Chinese,Chicago,Refused,Midlands & East Anglia,Yes,6,6,Packets
Female,60,Married,GCSE/O Level,USA,Chinese,Ohio,Refused,Midlands & East Anglia,No,NA,NA,
Female,39,Married,A Levels,USA,Chinese,Missouri,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,28,Single,GCSE/O Level,USA,Chinese,Newyork,"$5,200 to $10,400",Midlands & East Anglia,Yes,5,5,Both/Mainly Packets
Male,23,Single,GCSE/CSE,USA,Chinese,Chicago,"Under $2,600",Midlands & East Anglia,Yes,30,10,Both/Mainly Packets
Male,26,Single,A Levels,USA,Chinese,Ohio,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,52,Married,Other/Sub Degree,USA,Chinese,Missouri,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,54,Married,Other/Sub Degree,USA,Chinese,Newyork,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,20,Single,A Levels,USA,Chinese,Chicago,"$10,400 to $15,600",Midlands & East Anglia,Yes,10,10,Packets
Female,59,Married,Other/Sub Degree,USA,Chinese,Ohio,Refused,Midlands & East Anglia,No,NA,NA,
Male,30,Married,ONC/BTEC,USA,Chinese,Missouri,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Male,41,Married,GCSE/O Level,Scottish,Chinese,Newyork,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,26,Single,GCSE/O Level,USA,Chinese,Chicago,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,27,Married,GCSE/O Level,Welsh,Chinese,Ohio,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Male,49,Married,No Qualification,Refused,Chinese,Missouri,Refused,Midlands & East Anglia,Yes,20,20,Packets
Male,29,Single,ONC/BTEC,USA,Chinese,Newyork,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,36,Divorced,GCSE/O Level,USA,Chinese,Chicago,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,43,Divorced,GCSE/CSE,USA,Chinese,Ohio,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Male,29,Single,ONC/BTEC,USA,Chinese,Missouri,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,34,Separated,GCSE/O Level,USA,Chinese,Newyork,"$5,200 to $10,400",Midlands & East Anglia,Yes,15,10,Packets
Female,81,Married,No Qualification,Refused,Chinese,Chicago,Refused,Midlands & East Anglia,No,NA,NA,
Female,30,Single,GCSE/O Level,USA,White,Ohio,"$10,400 to $15,600",Midlands & East Anglia,Yes,5,10,Hand-Rolled
Male,25,Single,Degree,USA,White,Missouri,"$20,800 to $28,600",Midlands & East Anglia,Yes,20,20,Packets
Male,59,Divorced,No Qualification,USA,White,Newyork,"$10,400 to $15,600",Midlands & East Anglia,Yes,35,35,Packets
Female,44,Widowed,No Qualification,USA,Asian,Chicago,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Male,64,Married,GCSE/O Level,Refused,Chinese,Ohio,Refused,Midlands & East Anglia,No,NA,NA,
Female,35,Married,A Levels,Refused,Chinese,Missouri,Refused,Midlands & East Anglia,No,NA,NA,
Male,40,Single,GCSE/O Level,USA,White,Newyork,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,65,Single,A Levels,Other,Black,Chicago,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,17,Single,GCSE/O Level,USA,Asian,Ohio,Refused,Midlands & East Anglia,No,NA,NA,
Male,72,Married,No Qualification,Other,Black,Missouri,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,29,Married,Degree,USA,Black,Newyork,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Male,39,Married,No Qualification,USA,Asian,Chicago,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Male,70,Widowed,No Qualification,USA,White,Ohio,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,73,Married,No Qualification,USA,White,Missouri,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,46,Single,GCSE/O Level,USA,White,Newyork,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Male,59,Married,ONC/BTEC,USA,White,Chicago,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,77,Widowed,No Qualification,USA,White,Ohio,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,42,Married,GCSE/O Level,USA,White,Missouri,"$10,400 to $15,600",Midlands & East Anglia,Yes,20,20,Packets
Male,41,Married,GCSE/O Level,USA,White,Newyork,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Male,49,Married,A Levels,USA,White,Chicago,"$15,600 to $20,800",Midlands & East Anglia,Yes,20,15,Packets
Male,67,Single,Degree,USA,White,Ohio,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,65,Single,No Qualification,USA,Asian,Missouri,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,40,Single,No Qualification,USA,Asian,Newyork,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Male,49,Separated,GCSE/O Level,USA,Asian,Chicago,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Male,34,Single,GCSE/CSE,USA,Asian,Ohio,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,64,Married,No Qualification,USA,Asian,Missouri,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Female,44,Widowed,Degree,Other,Asian,Newyork,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,72,Widowed,No Qualification,USA,Asian,Chicago,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Male,32,Married,A Levels,USA,Asian,Ohio,"$20,800 to $28,600",Midlands & East Anglia,Yes,20,20,Packets
Female,53,Married,No Qualification,USA,Asian,Missouri,Refused,Midlands & East Anglia,No,NA,NA,
Female,50,Married,A Levels,USA,Asian,Newyork,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,63,Divorced,No Qualification,USA,Asian,Chicago,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,57,Married,Degree,USA,Asian,Ohio,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Male,40,Married,Degree,USA,Asian,Missouri,Refused,Midlands & East Anglia,No,NA,NA,
Female,88,Divorced,Other/Sub Degree,USA,Asian,Newyork,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Male,57,Married,Degree,USA,Asian,Chicago,"Above $36,400",Midlands & East Anglia,No,NA,NA,
Female,54,Married,Degree,USA,Asian,Ohio,"Above $36,400",Midlands & East Anglia,No,NA,NA,
Female,58,Widowed,No Qualification,USA,Asian,Missouri,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Female,77,Divorced,Higher/Sub Degree,USA,Asian,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,45,Divorced,GCSE/CSE,Other,Asian,Chicago,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,31,Single,GCSE/O Level,USA,Asian,Ohio,"Under $2,600",Midlands & East Anglia,No,NA,NA,
Male,31,Married,ONC/BTEC,USA,Asian,Missouri,"$20,800 to $28,600",Midlands & East Anglia,No,NA,NA,
Male,80,Widowed,Degree,USA,Asian,Newyork,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Male,67,Widowed,Degree,USA,Asian,Chicago,"$20,800 to $28,600",Midlands & East Anglia,Yes,30,30,Packets
Male,40,Single,GCSE/O Level,USA,Asian,Ohio,Refused,Midlands & East Anglia,Yes,20,10,Packets
Female,70,Widowed,No Qualification,USA,Asian,Missouri,Refused,Midlands & East Anglia,No,NA,NA,
Female,28,Single,GCSE/CSE,USA,Asian,Newyork,"Under $2,600",Midlands & East Anglia,Yes,30,10,Packets
Male,30,Married,GCSE/CSE,Other,Asian,Chicago,"Above $36,400",Midlands & East Anglia,No,NA,NA,
Female,70,Divorced,Other/Sub Degree,USA,Asian,Ohio,Refused,Midlands & East Anglia,No,NA,NA,
Male,57,Married,Degree,USA,Asian,Missouri,"Above $36,400",Midlands & East Anglia,No,NA,NA,
Female,76,Widowed,GCSE/O Level,USA,Asian,Newyork,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,89,Widowed,No Qualification,USA,Asian,Chicago,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Male,81,Married,No Qualification,USA,Asian,Ohio,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,30,Single,ONC/BTEC,USA,Asian,Missouri,"$15,600 to $20,800",Midlands & East Anglia,No,NA,NA,
Female,39,Single,Higher/Sub Degree,USA,Asian,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,73,Married,No Qualification,USA,Asian,Chicago,"Under $2,600",Midlands & East Anglia,Yes,15,15,Packets
Female,39,Married,A Levels,Other,Asian,Ohio,Refused,Midlands & East Anglia,No,NA,NA,
Female,76,Widowed,No Qualification,USA,Asian,Missouri,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Male,62,Single,No Qualification,USA,Asian,Newyork,"$5,200 to $10,400",Midlands & East Anglia,No,NA,NA,
Female,66,Married,A Levels,USA,Asian,Chicago,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,53,Separated,Degree,USA,Asian,Ohio,"$28,600 to $36,400",Midlands & East Anglia,No,NA,NA,
Male,60,Married,Degree,USA,White,Missouri,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,36,Married,GCSE/O Level,USA,White,Newyork,"$2,600 to $5,200",Midlands & East Anglia,No,NA,NA,
Female,40,Single,GCSE/CSE,USA,White,Chicago,"$10,400 to $15,600",Midlands & East Anglia,No,NA,NA,
Female,57,Separated,No Qualification,USA,White,Ohio,"$28,600 to $36,400",Midlands & East Anglia,Yes,15,15,Packets
Male,16,Single,No Qualification,USA,White,Missouri,"Under $2,600",Midlands & East Anglia,Yes,25,20,Hand-Rolled
